"Are you sure you want to cancel your payment? Click OK to cancel your payment and release the amount on hold. Click Cancel to enter another credit card and continue with your payment.","Bist du sicher, dass du den Zahlungsvorgang abbrechen möchtest? Klicke auf OK um den Zahlungsvorgang abzubrechen und den reservierten Betragen wieder freizugeben. Klicke auf Abbrechen um eine andere Kreditkarte zu verwenden und den Zahlungsvorgang fortzusetzen."
"Gateway actions are locked because the gateway cannot complete one or more of the transactions. Please log in to your Authorize.Net account to manually resolve the issue(s).","Gateway Aktionen sind momentan gesperrt, da das Gateway eine oder mehrere Transaktionen nicht ausführen konnte. Bitte melde dich in deinem Authorize.Net Zugang an um diese Probleme manuell zu beheben."
"If empty, a default value will be used. Custom URL may be provided by CardinalCommerce agreement.","Wenn dieses Feld leer bleibt, wird ein Standardwert verwendet. Eine individuelle URL kann in deinem CardinalCommerce Vertrag enthalten sein."
"The amount on your credit card is insufficient to complete your purchase. The available amount has been put on hold. To complete your purchase click OK and specify additional credit card number. To cancel the purchase and release the amount on hold, click Cancel.","Der verfügbare Restbetrag deiner Kreditkarte reicht leider nicht aus, um die Zahlung durchzufürhen. Der Betrag wurde vorgemerkt. Um deine Bestellung abschließen zu können, klicke bitte auf ""OK"" und gib eine zusätzliche Kreditkarte an. Um den Bestellvorgang abzubrechen und den vorgemerkten Betrag wieder freizugeben, klicke bitte auf ""Abbrechen""."
"There was an error canceling transactions. Please contact us or try again later.","Beim Abbrechen des Zahlungsvorgangs trat ein Fehler auf. Bitte nimm Kontakt mit uns auf oder versuche es später noch einmal."
"You have reached the maximum number of credit card allowed to be used for the payment.","Du hast die maximale Anzahl an Kreditkarten erreicht, die pro Bestellung verwendet werden dürfen."
"You have reached the maximum number of credit cards that can be used for one payment. The available amounts on all used cards were insufficient to complete payment. The payment has been cancelled and amounts on hold have been released.","Du hast die maximale Anzahl an Kreditkarten erreicht, die pro Bestellung verwendet werden dürfen. Die Beträge auf allen Karten reicht nicht aus, um die Bestellung abzuschließen. Der Zahlvorgang wurde abgebrochen und alle vorgemerkten Beträge wieder freigegeben."
"Your credit card has been declined. Click OK to specify another credit card to complete your purchase. Click Cancel to release the amount on hold and select another payment method.","Deine Kreditkarte wurde abgelehnt. Um deine Bestellung abzuschließen gib bitte eine andere Kreditkarte ein. Klicke auf ""Abbrechen"", um die vorgemerkten Beträge freizugeben und eine andere Zahlart auszuwählen."
"Your order has not been placed, because contents of the shopping cart and/or address has been changed. Authorized amounts from your previous payment that were left pending are now released. Please go through the checkout process for your recent cart contents.","deine Bestellung wurde nicht übermittelt, da Inhalt des Warenkorbs und/oder die Anschriften geändert wurden. Bereits reservierte Beträge aus vorangegangenen Zahlungsvorgängen sind nun wieder freigegeben. Bitte führe den Kaufvorgang für deinen aktuellen Warenkorb erneut durch."
"Your payment has been cancelled. All authorized amounts have been released.","Deine Zahlung wurde storniert und alle autorisierten Beträge wurden wieder freigegeben."
